GCA_008632655.1,287,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,
GCA_902364875.1,2049044,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,Erysipelotrichaceae bacterium,
GCA_902399855.1,2049044,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,Erysipelotrichaceae bacterium,
GCA_905196275.1,2049044,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,Erysipelotrichaceae bacterium,
GCA_905208405.1,2049044,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,Erysipelotrichaceae bacterium,
GCA_902362435.1,2049045,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,,Eubacteriaceae bacterium,
GCA_902362875.1,2049045,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,,Eubacteriaceae bacterium,
GCA_902362955.1,2049045,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,,Eubacteriaceae bacterium,
GCA_902363805.1,2049045,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,,Eubacteriaceae bacterium,
GCA_902363905.1,2049045,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,,Eubacteriaceae bacterium,
GCA_902364325.1,2049045,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,,Eubacteriaceae bacterium,
GCA_902364385.1,2049045,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,,Eubacteriaceae bacterium,
GCA_902385325.1,2049045,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,,Eubacteriaceae bacterium,
GCA_905196705.1,2049045,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,,Eubacteriaceae bacterium,
GCA_905196925.1,2049045,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,,Eubacteriaceae bacterium,
GCA_905203335.1,2049045,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,,Eubacteriaceae bacterium,
GCA_902362205.1,2049048,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,,Rikenellaceae bacterium,
GCA_902363575.1,2049048,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,,Rikenellaceae bacterium,
GCA_902363915.1,2049048,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,,Rikenellaceae bacterium,
GCA_905205225.1,2049048,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,,Rikenellaceae bacterium,
GCA_003149785.1,2049049,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,,Veillonellaceae bacterium,
GCA_902385975.1,2049049,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,,Veillonellaceae bacterium,
GCA_018265935.1,2049052,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,,Acidaminococcaceae bacterium,
GCA_902385795.1,2049431,Bacteria,Firmicutes,Tissierellia,,,,Tissierellia bacterium,
GCA_003149935.1,2052159,Bacteria,Actinobacteria,Coriobacteriia,,,,Coriobacteriia bacterium,
GCA_900756605.1,2052159,Bacteria,Actinobacteria,Coriobacteriia,,,,Coriobacteriia bacterium,
GCA_900758595.1,2052159,Bacteria,Actinobacteria,Coriobacteriia,,,,Coriobacteriia bacterium,
GCA_900755305.1,2052179,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,,Peptococcaceae bacterium,
GCA_900759535.1,2052179,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,,Peptococcaceae bacterium,
GCA_902836535.1,2052179,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,,Peptococcaceae bacterium,
GCA_003522165.1,2053569,Bacteria,Lentisphaerae,Lentisphaeria,,,,Lentisphaeria bacterium,
GCA_014868255.1,2053608,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminiclostridium,Ruminiclostridium sp.,
GCA_014868325.1,2053608,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminiclostridium,Ruminiclostridium sp.,
GCA_014868395.1,2053608,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminiclostridium,Ruminiclostridium sp.,
GCA_015052145.1,2053608,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminiclostridium,Ruminiclostridium sp.,
GCA_008667415.1,2053618,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum sp.,
GCA_008667585.1,2053618,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum sp.,
GCA_008669055.1,2053618,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum sp.,
GCA_008670915.1,2053618,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum sp.,
GCA_008671235.1,2053618,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum sp.,
GCA_008671575.1,2053618,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum sp.,
GCA_008673965.1,2053618,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum sp.,
GCA_008674415.1,2053618,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum sp.,
GCA_009739385.1,2053618,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum sp.,
GCA_018264745.1,2053618,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum sp.,
GCA_018265135.1,2053618,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum sp.,
GCA_018377715.1,2053618,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum sp.,
GCA_003487105.1,2053632,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Tyzzerella,Tyzzerella sp.,
GCA_021627945.1,2053632,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Tyzzerella,Tyzzerella sp.,
GCA_014866545.1,2054177,Bacteria,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,,Christensenellaceae bacterium,
GCA_014866635.1,2054177,Bacteria,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,,Christensenellaceae bacterium,
GCA_014866665.1,2054177,Bacteria,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,,Christensenellaceae bacterium,
GCA_014866725.1,2054177,Bacteria,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,,Christensenellaceae bacterium,
GCA_014866735.1,2054177,Bacteria,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,,Christensenellaceae bacterium,
GCA_014866775.1,2054177,Bacteria,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,,Christensenellaceae bacterium,
GCA_014866795.1,2054177,Bacteria,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,,Christensenellaceae bacterium,
GCA_014870285.1,2054177,Bacteria,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,,Christensenellaceae bacterium,
GCA_018265985.1,2054177,Bacteria,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,,Christensenellaceae bacterium,
GCA_900761075.1,2054177,Bacteria,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,,Christensenellaceae bacterium,
GCA_900763185.1,2054177,Bacteria,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,,Christensenellaceae bacterium,
GCA_900763865.1,2054177,Bacteria,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,,Christensenellaceae bacterium,
GCA_014870505.1,2057235,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Absiella,Absiella sp.,
GCA_014848055.1,2060878,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,Solobacterium sp.,
GCA_015256775.1,2060878,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,Solobacterium sp.,
GCA_902387165.1,2070686,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Enteroscipio,Enteroscipio rubneri,
GCA_900290215.1,2080749,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea sp. Marseille-P4042,
GCA_002998695.1,2081703,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,,Peptostreptococcaceae bacterium oral taxon 929,
GCA_003324125.1,2086273,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum sp. APC924/74,
GCA_900291975.1,2086578,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Intestinibacillus,Intestinibacillus sp. Marseille-P4005,
GCA_900291955.1,2086583,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Pseudoruminococcus,Pseudoruminococcus massiliensis,
GCA_900312975.1,2086584,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Massilistercora,Massilistercora timonensis,
GCA_005121165.2,2093857,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Dysosmobacter,Dysosmobacter welbionis,
GCA_002998355.1,2094242,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,,,Victivallales bacterium CCUG 44730,
GCA_003112755.1,2108523,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Lawsonibacter,Lawsonibacter asaccharolyticus,
GCA_003011855.2,2109334,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. SG-772,
GCA_003609875.1,2109685,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella sp. GAM18,
GCA_003202935.1,2109686,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Butyricicoccus sp. GAM44,
GCA_003574015.1,2109687,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,Oscillibacter sp. PEA192,
GCA_003202955.1,2109689,Bacteria,Firmicutes,Clostridia,Eubacteriales,,,Clostridiales bacterium Choco116,
GCA_003584705.1,2109691,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,Lachnospiraceae bacterium GAM79,
GCA_003024715.1,2126740,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium fessum,
GCA_008831035.1,2137581,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Ellagibacter,Ellagibacter isourolithinifaciens,
GCA_003343965.1,2137877,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XIII. Incertae Sedis,,Clostridiales Family XIII bacterium,
GCA_900754345.1,2137878,Bacteria,Firmicutes,Negativicutes,Selenomonadales,,,Selenomonadales bacterium,
GCA_018368295.1,2137881,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus sp.,
GCA_018382255.1,2137881,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus sp.,
GCA_900606105.1,2138161,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,Olsenella sp. Marseille-P4518,
GCA_900343095.1,2161821,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister massiliensis,
GCA_003425665.1,2211183,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Evtepia,Evtepia gabavorous,
GCA_008121455.1,2211183,Bacteria,Firmicutes,Clostridia,Eubacteriales,,Evtepia,Evtepia gabavorous,
GCA_900760335.1,2212467,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,,Bacteroidaceae bacterium,
GCA_900760835.1,2212467,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,,Bacteroidaceae bacterium,
GCA_902363765.1,2212467,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,,Bacteroidaceae bacterium,
GCA_902834365.1,2212467,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,,Bacteroidaceae bacterium,
GCA_003184505.1,2212480,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. BCRC 81119,
GCA_014610835.1,2290870,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,,Erysipelotrichaceae bacterium 7770_A6,
GCA_902363295.1,2291322,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,,Streptococcaceae bacterium,
GCA_902363395.1,2291322,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,,Streptococcaceae bacterium,
GCA_003478105.1,2291989,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,,Clostridiaceae bacterium AF31-3BH,
GCA_003477505.1,2291990,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,,Clostridiaceae bacterium AF42-6,
GCA_003471885.1,2292002,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AM16-24,
GCA_003477715.1,2292003,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Butyricicoccus sp. AF35-5AC,
GCA_003473585.1,2292005,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Butyricicoccus sp. AM18-35,
GCA_003477935.1,2292006,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. AF32-12BH,
GCA_003473865.1,2292008,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. AM16-23,
GCA_003473525.1,2292009,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. AM22-16AC,
GCA_003477705.1,2292041,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea sp. AF36-15AT,
GCA_003474385.1,2292042,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella sp. AM16-19,
GCA_003477885.1,2292046,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnotalea,Lachnotalea sp. AF33-28,
GCA_003473645.1,2292054,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. AM23-5,
GCA_003477585.1,2292070,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp. AF42-9BH,
GCA_003477475.1,2292071,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp. AF45-4BH,
GCA_003474435.1,2292072,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp. AF46-10NS,
GCA_003478475.1,2292179,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,,Clostridiaceae bacterium AF29-16BH,
GCA_003479765.1,2292180,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,Ruminococcaceae bacterium AF10-16,
GCA_003478935.1,2292181,Bacteria,Firmicutes,,,,,Firmicutes bacterium AF25-13AC,
GCA_003479325.1,2292182,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,,Clostridiaceae bacterium AF18-31LB,
GCA_003479305.1,2292190,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp. AF17-16,
GCA_003465835.1,2292191,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Anaerotruncus,Anaerotruncus sp. AF02-27,
GCA_003458155.1,2292194,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. AF27-33,
GCA_003479745.1,2292196,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Butyricicoccus sp. AF10-3,
GCA_003479465.1,2292197,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Butyricicoccus sp. AF15-40,
GCA_003478645.1,2292199,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Butyricicoccus sp. AF24-19AC,
GCA_003479725.1,2292201,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. AF12-28,
GCA_003478965.1,2292205,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. AF20-17LB,
GCA_003478505.1,2292206,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. AF27-2AA,
GCA_003479805.1,2292211,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp. AF08-23,
GCA_003478405.1,2292234,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp. AF28-13AC,
GCA_003478825.1,2292243,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Peptoclostridium,Peptoclostridium sp. AF21-18,
GCA_003465375.1,2292245,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp. AF13-28,
GCA_003464815.1,2292247,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp. AF14-10,
GCA_003460065.1,2292248,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp. AF17-22AC,
GCA_003459925.1,2292249,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp. AF18-22,
GCA_003480625.1,2292269,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,Ruminococcaceae bacterium AM28-23LB,
GCA_003481145.1,2292270,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,,Ruminococcaceae bacterium TF06-43,
GCA_003478355.1,2292271,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,Lachnospiraceae bacterium AM48-27BH,
GCA_003490145.1,2292272,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,Lachnospiraceae bacterium OM04-12BH,
GCA_003481995.1,2292273,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,,Lachnospiraceae bacterium OF09-33XD,
GCA_003481535.1,2292274,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,,Clostridiaceae bacterium OM08-6BH,
GCA_003481775.1,2292275,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,,Clostridiaceae bacterium OM02-2AC,
GCA_003482275.1,2292276,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,,Clostridiaceae bacterium OF09-1,
GCA_003478165.1,2292286,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. OF01-4LB,
GCA_003463065.1,2292287,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia sp. OF03-15BH,
GCA_003480945.1,2292293,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Butyricicoccus sp. AM27-36,
GCA_003480615.1,2292294,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Butyricicoccus sp. AM28-25,
GCA_003480485.1,2292295,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Butyricicoccus sp. AM29-23AC,
GCA_003480365.1,2292296,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Butyricicoccus sp. AM32-19,
GCA_003480085.1,2292297,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Butyricicoccus sp. AM42-5AC,
GCA_003481925.1,2292298,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Butyricicoccus sp. OF10-2,
GCA_003481705.1,2292300,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Butyricicoccus sp. OM04-18BH,
GCA_003480855.1,2292302,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Butyricicoccus sp. TM10-16AC,
GCA_003480435.1,2292303,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. AM30-24,
GCA_003480315.1,2292304,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. AM33-3,
GCA_003478035.1,2292308,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. OF03-18AA,
GCA_003482245.1,2292309,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. OF09-10,
GCA_003481985.1,2292310,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. OF09-36,
GCA_003436775.1,2292336,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp. TF11-5AC,
GCA_003464045.1,2292346,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea sp. AM58-8,
GCA_003439775.1,2292347,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Dorea,Dorea sp. OM02-2LB,
GCA_003436425.1,2292353,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium sp. TM05-53,
GCA_003482185.1,2292357,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium sp. OM04-11BH,
GCA_003467125.1,2292358,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sp. AM44-1BH,
GCA_003480915.1,2292363,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides sp. TM07-1AC,
GCA_003436715.1,2292365,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. TF12-30,
GCA_003463035.1,2292367,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia sp. OF03-24,
GCA_003481835.1,2292368,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia sp. OM02-15,
GCA_003480145.1,2292372,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp. AM42-11,
GCA_003438725.1,2292375,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp. OM06-36AC,
GCA_003481515.1,2292376,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp. OM08-7,
GCA_003461565.1,2292885,Bacteria,Firmicutes,,,,,Firmicutes bacterium AF16-15,
GCA_003479265.1,2292886,Bacteria,Firmicutes,,,,,Firmicutes bacterium AF19-2LB,
GCA_003477655.1,2292888,Bacteria,Firmicutes,,,,,Firmicutes bacterium AF36-19BH,
GCA_003477645.1,2292889,Bacteria,Firmicutes,,,,,Firmicutes bacterium AF36-3BH,
GCA_003435795.1,2292890,Bacteria,Firmicutes,,,,,Firmicutes bacterium AM10-47,
GCA_003480465.1,2292891,Bacteria,Firmicutes,,,,,Firmicutes bacterium AM29-6AC,
GCA_003461845.1,2292894,Bacteria,Firmicutes,,,,,Firmicutes bacterium AM41-5BH,
GCA_003480065.1,2292895,Bacteria,Firmicutes,,,,,Firmicutes bacterium AM43-11BH,
GCA_003460745.1,2292896,Bacteria,Firmicutes,,,,,Firmicutes bacterium AM55-24TS,
GCA_003481005.1,2292898,Bacteria,Firmicutes,,,,,Firmicutes bacterium TM09-10,
